name,annotations,codepoints,emoji,synonyms
blue circle,"blue, circle, geometric",[128309],🔵,"circle, green"
chequered flag,"checkered, chequered, racing",[127937],🏁,"checkered flag, flag, racing, finish"
triangular flag,post,[128681],🚩,flag
crossed flags,"celebration, cross, crossed, japanese",[127884],🎌,"flags, flag"
black flag,waving,[127988],🏴,flag
white flag,waving,[127987],🏳,flag
rainbow flag,rainbow,"[127987, 65039, 8205, 127752]",,"flag, rainbow, lgbtq, pride, gay, homosexual"
ascension island,flag,"[127462, 127464]",,"ascension island, flag"
andorra,flag,"[127462, 127465]",,"andorra, flag"
united arab emirates,flag,"[127462, 127466]",,"united arab emirates, flag"
afghanistan,flag,"[127462, 127467]",,"afghanistan, flag"
antigua & barbuda,flag,"[127462, 127468]",,"antigua & barbuda, flag"
anguilla,flag,"[127462, 127470]",,"anguilla, flag"
albania,flag,"[127462, 127473]",,"albania, flag"
armenia,flag,"[127462, 127474]",,"armenia, flag"
angola,flag,"[127462, 127476]",,"angola, flag"
antarctica,flag,"[127462, 127478]",,"antarctica, flag"
argentina,flag,"[127462, 127479]",,"argentina, flag"
american samoa,flag,"[127462, 127480]",,"american samoa, flag"
austria,flag,"[127462, 127481]",,"austria, flag"
australia,flag,"[127462, 127482]",,"australia, flag"
aruba,flag,"[127462, 127484]",,"aruba, flag"
land islands,flag,"[127462, 127485]",,"land islands, flag"
azerbaijan,flag,"[127462, 127487]",,"azerbaijan, flag"
bosnia & herzegovina,flag,"[127463, 127462]",,"bosnia & herzegovina, flag"
barbados,flag,"[127463, 127463]",,"barbados, flag"
bangladesh,flag,"[127463, 127465]",,"bangladesh, flag"
belgium,flag,"[127463, 127466]",,"belgium, flag"
burkina faso,flag,"[127463, 127467]",,"burkina faso, flag"
bulgaria,flag,"[127463, 127468]",,"bulgaria, flag"
bahrain,flag,"[127463, 127469]",,"bahrain, flag"
burundi,flag,"[127463, 127470]",,"burundi, flag"
benin,flag,"[127463, 127471]",,"benin, flag"
st. barthlemy,flag,"[127463, 127473]",,"st. barthlemy, flag"
bermuda,flag,"[127463, 127474]",,"bermuda, flag"
brunei,flag,"[127463, 127475]",,"brunei, flag"
bolivia,flag,"[127463, 127476]",,"bolivia, flag"
caribbean netherlands,flag,"[127463, 127478]",,"caribbean netherlands, flag"
brazil,flag,"[127463, 127479]",,"brazil, flag"
bahamas,flag,"[127463, 127480]",,"bahamas, flag"
bhutan,flag,"[127463, 127481]",,"bhutan, flag"
bouvet island,flag,"[127463, 127483]",,"bouvet island, flag"
botswana,flag,"[127463, 127484]",,"botswana, flag"
belarus,flag,"[127463, 127486]",,"belarus, flag"
belize,flag,"[127463, 127487]",,"belize, flag"
canada,flag,"[127464, 127462]",,"canada, flag"
cocos (keeling) islands,flag,"[127464, 127464]",,"cocos (keeling) islands, flag"
congo - kinshasa,flag,"[127464, 127465]",,"congo - kinshasa, flag"
central african republic,flag,"[127464, 127467]",,"central african republic, flag"
congo - brazzaville,flag,"[127464, 127468]",,"congo - brazzaville, flag"
switzerland,flag,"[127464, 127469]",,"switzerland, flag"
cte divoire,flag,"[127464, 127470]",,"cte divoire, flag"
cook islands,flag,"[127464, 127472]",,"cook islands, flag"
chile,flag,"[127464, 127473]",,"chile, flag"
cameroon,flag,"[127464, 127474]",,"cameroon, flag"
china,flag,"[127464, 127475]",,"china, flag"
colombia,flag,"[127464, 127476]",,"colombia, flag"
clipperton island,flag,"[127464, 127477]",,"clipperton island, flag"
costa rica,flag,"[127464, 127479]",,"costa rica, flag"
cuba,flag,"[127464, 127482]",,"cuba, flag"
cape verde,flag,"[127464, 127483]",,"cape verde, flag"
curaao,flag,"[127464, 127484]",,"curaao, flag"
christmas island,flag,"[127464, 127485]",,"christmas island, flag"
cyprus,flag,"[127464, 127486]",,"cyprus, flag"
czech republic,flag,"[127464, 127487]",,"czech republic, flag"
germany,flag,"[127465, 127466]",,"germany, flag"
diego garcia,flag,"[127465, 127468]",,"diego garcia, flag"
djibouti,flag,"[127465, 127471]",,"djibouti, flag"
denmark,flag,"[127465, 127472]",,"denmark, flag"
dominica,flag,"[127465, 127474]",,"dominica, flag"
dominican republic,flag,"[127465, 127476]",,"dominican republic, flag"
algeria,flag,"[127465, 127487]",,"algeria, flag"
ceuta & melilla,flag,"[127466, 127462]",,"ceuta & melilla, flag"
ecuador,flag,"[127466, 127464]",,"ecuador, flag"
estonia,flag,"[127466, 127466]",,"estonia, flag"
egypt,flag,"[127466, 127468]",,"egypt, flag"
western sahara,flag,"[127466, 127469]",,"western sahara, flag"
eritrea,flag,"[127466, 127479]",,"eritrea, flag"
spain,flag,"[127466, 127480]",,"spain, flag"
ethiopia,flag,"[127466, 127481]",,"ethiopia, flag"
european union,flag,"[127466, 127482]",,"european union, flag"
finland,flag,"[127467, 127470]",,"finland, flag"
fiji,flag,"[127467, 127471]",,"fiji, flag"
falkland islands,flag,"[127467, 127472]",,"falkland islands, flag"
micronesia,flag,"[127467, 127474]",,"micronesia, flag"
faroe islands,flag,"[127467, 127476]",,"faroe islands, flag"
france,flag,"[127467, 127479]",,"france, flag"
gabon,flag,"[127468, 127462]",,"gabon, flag"
united kingdom,flag,"[127468, 127463]",,"united kingdom, flag"
grenada,flag,"[127468, 127465]",,"grenada, flag"
georgia,flag,"[127468, 127466]",,"georgia, flag"
french guiana,flag,"[127468, 127467]",,"french guiana, flag"
guernsey,flag,"[127468, 127468]",,"guernsey, flag"
ghana,flag,"[127468, 127469]",,"ghana, flag"
gibraltar,flag,"[127468, 127470]",,"gibraltar, flag"
greenland,flag,"[127468, 127473]",,"greenland, flag"
gambia,flag,"[127468, 127474]",,"gambia, flag"
guinea,flag,"[127468, 127475]",,"guinea, flag"
guadeloupe,flag,"[127468, 127477]",,"guadeloupe, flag"
equatorial guinea,flag,"[127468, 127478]",,"equatorial guinea, flag"
greece,flag,"[127468, 127479]",,"greece, flag"
south georgia & south sandwich islands,flag,"[127468, 127480]",,"south georgia & south sandwich islands, flag"
guatemala,flag,"[127468, 127481]",,"guatemala, flag"
guam,flag,"[127468, 127482]",,"guam, flag"
guinea-bissau,flag,"[127468, 127484]",,"guinea-bissau, flag"
guyana,flag,"[127468, 127486]",,"guyana, flag"
hong kong sar china,flag,"[127469, 127472]",,"hong kong sar china, flag"
heard & mcdonald islands,flag,"[127469, 127474]",,"heard & mcdonald islands, flag"
honduras,flag,"[127469, 127475]",,"honduras, flag"
croatia,flag,"[127469, 127479]",,"croatia, flag"
haiti,flag,"[127469, 127481]",,"haiti, flag"
hungary,flag,"[127469, 127482]",,"hungary, flag"
canary islands,flag,"[127470, 127464]",,"canary islands, flag"
indonesia,flag,"[127470, 127465]",,"indonesia, flag"
ireland,flag,"[127470, 127466]",,"ireland, flag"
israel,flag,"[127470, 127473]",,"israel, flag"
isle of man,flag,"[127470, 127474]",,"isle of man, flag"
india,flag,"[127470, 127475]",,"india, flag"
british indian ocean territory,flag,"[127470, 127476]",,"british indian ocean territory, flag"
iraq,flag,"[127470, 127478]",,"iraq, flag"
iran,flag,"[127470, 127479]",,"iran, flag"
iceland,flag,"[127470, 127480]",,"iceland, flag"
italy,flag,"[127470, 127481]",,"italy, flag"
jersey,flag,"[127471, 127466]",,"jersey, flag"
jamaica,flag,"[127471, 127474]",,"jamaica, flag"
jordan,flag,"[127471, 127476]",,"jordan, flag"
japan,flag,"[127471, 127477]",,"japan, flag"
kenya,flag,"[127472, 127466]",,"kenya, flag"
kyrgyzstan,flag,"[127472, 127468]",,"kyrgyzstan, flag"
cambodia,flag,"[127472, 127469]",,"cambodia, flag"
kiribati,flag,"[127472, 127470]",,"kiribati, flag"
comoros,flag,"[127472, 127474]",,"comoros, flag"
st. kitts & nevis,flag,"[127472, 127475]",,"st. kitts & nevis, flag"
north korea,flag,"[127472, 127477]",,"north korea, flag"
south korea,flag,"[127472, 127479]",,"south korea, flag"
kuwait,flag,"[127472, 127484]",,"kuwait, flag"
cayman islands,flag,"[127472, 127486]",,"cayman islands, flag"
kazakhstan,flag,"[127472, 127487]",,"kazakhstan, flag"
laos,flag,"[127473, 127462]",,"laos, flag"
lebanon,flag,"[127473, 127463]",,"lebanon, flag"
st. lucia,flag,"[127473, 127464]",,"st. lucia, flag"
liechtenstein,flag,"[127473, 127470]",,"liechtenstein, flag"
sri lanka,flag,"[127473, 127472]",,"sri lanka, flag"
liberia,flag,"[127473, 127479]",,"liberia, flag"
lesotho,flag,"[127473, 127480]",,"lesotho, flag"
lithuania,flag,"[127473, 127481]",,"lithuania, flag"
luxembourg,flag,"[127473, 127482]",,"luxembourg, flag"
latvia,flag,"[127473, 127483]",,"latvia, flag"
libya,flag,"[127473, 127486]",,"libya, flag"
morocco,flag,"[127474, 127462]",,"morocco, flag"
monaco,flag,"[127474, 127464]",,"monaco, flag"
moldova,flag,"[127474, 127465]",,"moldova, flag"
montenegro,flag,"[127474, 127466]",,"montenegro, flag"
st. martin,flag,"[127474, 127467]",,"st. martin, flag"
madagascar,flag,"[127474, 127468]",,"madagascar, flag"
marshall islands,flag,"[127474, 127469]",,"marshall islands, flag"
macedonia,flag,"[127474, 127472]",,"macedonia, flag"
mali,flag,"[127474, 127473]",,"mali, flag"
myanmar (burma),flag,"[127474, 127474]",,"myanmar (burma), flag"
mongolia,flag,"[127474, 127475]",,"mongolia, flag"
macau sar china,flag,"[127474, 127476]",,"macau sar china, flag"
northern mariana islands,flag,"[127474, 127477]",,"northern mariana islands, flag"
martinique,flag,"[127474, 127478]",,"martinique, flag"
mauritania,flag,"[127474, 127479]",,"mauritania, flag"
montserrat,flag,"[127474, 127480]",,"montserrat, flag"
malta,flag,"[127474, 127481]",,"malta, flag"
mauritius,flag,"[127474, 127482]",,"mauritius, flag"
maldives,flag,"[127474, 127483]",,"maldives, flag"
malawi,flag,"[127474, 127484]",,"malawi, flag"
mexico,flag,"[127474, 127485]",,"mexico, flag"
malaysia,flag,"[127474, 127486]",,"malaysia, flag"
mozambique,flag,"[127474, 127487]",,"mozambique, flag"
namibia,flag,"[127475, 127462]",,"namibia, flag"
new caledonia,flag,"[127475, 127464]",,"new caledonia, flag"
niger,flag,"[127475, 127466]",,"niger, flag"
norfolk island,flag,"[127475, 127467]",,"norfolk island, flag"
nigeria,flag,"[127475, 127468]",,"nigeria, flag"
nicaragua,flag,"[127475, 127470]",,"nicaragua, flag"
netherlands,flag,"[127475, 127473]",,"netherlands, flag"
norway,flag,"[127475, 127476]",,"norway, flag"
nepal,flag,"[127475, 127477]",,"nepal, flag"
nauru,flag,"[127475, 127479]",,"nauru, flag"
niue,flag,"[127475, 127482]",,"niue, flag"
new zealand,flag,"[127475, 127487]",,"new zealand, flag"
oman,flag,"[127476, 127474]",,"oman, flag"
panama,flag,"[127477, 127462]",,"panama, flag"
peru,flag,"[127477, 127466]",,"peru, flag"
french polynesia,flag,"[127477, 127467]",,"french polynesia, flag"
papua new guinea,flag,"[127477, 127468]",,"papua new guinea, flag"
philippines,flag,"[127477, 127469]",,"philippines, flag"
pakistan,flag,"[127477, 127472]",,"pakistan, flag"
poland,flag,"[127477, 127473]",,"poland, flag"
st. pierre & miquelon,flag,"[127477, 127474]",,"st. pierre & miquelon, flag"
pitcairn islands,flag,"[127477, 127475]",,"pitcairn islands, flag"
puerto rico,flag,"[127477, 127479]",,"puerto rico, flag"
palestinian territories,flag,"[127477, 127480]",,"palestinian territories, flag"
portugal,flag,"[127477, 127481]",,"portugal, flag"
palau,flag,"[127477, 127484]",,"palau, flag"
paraguay,flag,"[127477, 127486]",,"paraguay, flag"
qatar,flag,"[127478, 127462]",,"qatar, flag"
runion,flag,"[127479, 127466]",,"runion, flag"
romania,flag,"[127479, 127476]",,"romania, flag"
serbia,flag,"[127479, 127480]",,"serbia, flag"
russia,flag,"[127479, 127482]",,"russia, flag"
rwanda,flag,"[127479, 127484]",,"rwanda, flag"
saudi arabia,flag,"[127480, 127462]",,"saudi arabia, flag"
solomon islands,flag,"[127480, 127463]",,"solomon islands, flag"
seychelles,flag,"[127480, 127464]",,"seychelles, flag"
sudan,flag,"[127480, 127465]",,"sudan, flag"
sweden,flag,"[127480, 127466]",,"sweden, flag"
singapore,flag,"[127480, 127468]",,"singapore, flag"
st. helena,flag,"[127480, 127469]",,"st. helena, flag"
slovenia,flag,"[127480, 127470]",,"slovenia, flag"
svalbard & jan mayen,flag,"[127480, 127471]",,"svalbard & jan mayen, flag"
slovakia,flag,"[127480, 127472]",,"slovakia, flag"
sierra leone,flag,"[127480, 127473]",,"sierra leone, flag"
san marino,flag,"[127480, 127474]",,"san marino, flag"
senegal,flag,"[127480, 127475]",,"senegal, flag"
somalia,flag,"[127480, 127476]",,"somalia, flag"
suriname,flag,"[127480, 127479]",,"suriname, flag"
south sudan,flag,"[127480, 127480]",,"south sudan, flag"
so tom & prncipe,flag,"[127480, 127481]",,"so tom & prncipe, flag"
el salvador,flag,"[127480, 127483]",,"el salvador, flag"
sint maarten,flag,"[127480, 127485]",,"sint maarten, flag"
syria,flag,"[127480, 127486]",,"syria, flag"
swaziland,flag,"[127480, 127487]",,"swaziland, flag"
tristan da cunha,flag,"[127481, 127462]",,"tristan da cunha, flag"
turks & caicos islands,flag,"[127481, 127464]",,"turks & caicos islands, flag"
chad,flag,"[127481, 127465]",,"chad, flag"
french southern territories,flag,"[127481, 127467]",,"french southern territories, flag"
togo,flag,"[127481, 127468]",,"togo, flag"
thailand,flag,"[127481, 127469]",,"thailand, flag"
tajikistan,flag,"[127481, 127471]",,"tajikistan, flag"
tokelau,flag,"[127481, 127472]",,"tokelau, flag"
timor-leste,flag,"[127481, 127473]",,"timor-leste, flag"
turkmenistan,flag,"[127481, 127474]",,"turkmenistan, flag"
tunisia,flag,"[127481, 127475]",,"tunisia, flag"
tonga,flag,"[127481, 127476]",,"tonga, flag"
turkey,flag,"[127481, 127479]",,"turkey, flag"
trinidad & tobago,flag,"[127481, 127481]",,"trinidad & tobago, flag"
tuvalu,flag,"[127481, 127483]",,"tuvalu, flag"
taiwan,flag,"[127481, 127484]",,"taiwan, flag"
tanzania,flag,"[127481, 127487]",,"tanzania, flag"
ukraine,flag,"[127482, 127462]",,"ukraine, flag"
uganda,flag,"[127482, 127468]",,"uganda, flag"
u.s. outlying islands,flag,"[127482, 127474]",,"u.s. outlying islands, flag"
united nations,flag,"[127482, 127475]",,"united nations, flag"
united states,flag,"[127482, 127480]",,"united states, flag"
uruguay,flag,"[127482, 127486]",,"uruguay, flag"
uzbekistan,flag,"[127482, 127487]",,"uzbekistan, flag"
vatican city,flag,"[127483, 127462]",,"vatican city, flag"
st. vincent & grenadines,flag,"[127483, 127464]",,"st. vincent & grenadines, flag"
venezuela,flag,"[127483, 127466]",,"venezuela, flag"
british virgin islands,flag,"[127483, 127468]",,"british virgin islands, flag"
u.s. virgin islands,flag,"[127483, 127470]",,"u.s. virgin islands, flag"
vietnam,flag,"[127483, 127475]",,"vietnam, flag"
vanuatu,flag,"[127483, 127482]",,"vanuatu, flag"
wallis & futuna,flag,"[127484, 127467]",,"wallis & futuna, flag"
samoa,flag,"[127484, 127480]",,"samoa, flag"
kosovo,flag,"[127485, 127472]",,"kosovo, flag"
yemen,flag,"[127486, 127466]",,"yemen, flag"
mayotte,flag,"[127486, 127481]",,"mayotte, flag"
south africa,flag,"[127487, 127462]",,"south africa, flag"
zambia,flag,"[127487, 127474]",,"zambia, flag"
zimbabwe,flag,"[127487, 127484]",,"zimbabwe, flag"
